OBJECTID,CNSTRNT_TYPE_CD,TRVL_DRCT_CD,RTE_NM,CNSTRNT_DELAY_FLAG,CNSTRNT_DETOUR_FLAG,RDWAY_NM,CNSTRNT_METRO_FLAG,LMT_FROM_DSCR,LMT_TO_DSCR,COND_DSCR,FROM_RMKR_NBR,FROM_DISP_MS,TO_RMKR_NBR,TO_DISP_MS,CREATE_TS,ROW_UPDT_STAT_FLAG,TXDOT_COUNTY_NBR,HCRS_CNTYWIDE_FLAG,COND_START_TS,COND_END_TS,Latitude,Longitude
1689,F,EW,IH0010,N,N,,N,2391.84 Feet East of FM0526 on IH0010,,ALL main lanes closed. The roadway is closed due to high water. Travel discouraged. HIGH WATER ON MAIN LANES AND SERVICE ROAD ,778,0.093,778,0.093,8/29/2017 22:02,1,102,,8/29/2017 21:57,8/30/2017 10:00,29.77129949,-95.20615293
1690,F,S,IH0045,Y,Y,,N,0.543 Miles South of FM0517 on IH0045,,"Water over roadway. Travel discouraged. Use alternate routesouthbound mainlanes at Hughes Road closed due to high water, travel discouraged",19,-0.37,19,-0.37,8/29/2017 22:03,0,85,,8/29/2017 22:01,9/2/2017 12:30,29.4426304,-95.07177653
1691,F,S,IH0045,Y,Y,,N,1.617 Miles South of FM0517 on IH0045,,"Water over roadway. Travel discouraged. southbound mainlanes at Holland Road due to high water, travel discouraged",18,-0.444,18,-0.444,8/29/2017 22:05,0,85,,8/29/2017 22:04,8/30/2017 8:00,29.43059172,-95.06042539
1692,F,EW,BU0090Y,N,N,,N,0.611 Miles East of FM1006 on BU0090Y,,Water over roadway. Travel discouraged. ,444,-0.886,444,-0.886,8/29/2017 22:18,0,181,,8/29/2017 22:18,8/31/2017 19:00,30.09316738,-93.72731933
1693,F,E,IH0010,Y,Y,,N,1.231 Miles West of IH0045 on IH0010,,"Water over roadway. Travel discouraged. eastbound mainlanes closed at Taylor, travel discouraged",767,0.223,767,0.223,8/29/2017 22:18,0,102,,8/29/2017 22:17,8/31/2017 12:00,29.77777796,-95.3810599
1694,F,E,IH0010,Y,Y,,N,1.475 Miles West of UA0090 on IH0010,,"Water over roadway. Travel discouraged. eastbound mainlanes closed due to high water, travel discouraged.  ",771,0.419,771,0.419,8/29/2017 22:20,0,102,,8/29/2017 22:19,8/30/2017 12:00,29.7742759,-95.31532654
1695,F,EW,FM0105,N,N,,N,2.049 Miles West of FM1135 on FM0105,,Water over roadway. Travel discouraged. ,448,-0.181,448,-0.181,8/29/2017 22:21,0,181,,8/29/2017 22:21,8/31/2017 19:00,30.06978158,-93.96894128
1696,F,E,IH0010,Y,Y,,N,2.998 Miles East of SL0008 on IH0010,,"Water over roadway. Travel discouraged. eastbound mainlanes at cedar lane, travel discouraged",784,0.276,784,0.276,8/29/2017 22:21,1,102,,8/29/2017 22:21,8/30/2017 12:00,29.78511987,-95.10642716
1697,F,NS,FM0105,N,N,,N,1.47 Miles South of FM2802 on FM0105,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,436,0.082,436,0.082,8/29/2017 22:23,0,181,,8/29/2017 22:23,8/31/2017 19:00,30.21152383,-94.0212155
1698,F,NS,FM0105,N,N,,N,2170.08 Feet South of FM1131 on FM0105,,Water over roadway. Travel discouraged. ,438,0.151,438,0.151,8/29/2017 22:24,0,181,,8/29/2017 22:24,8/31/2017 19:00,30.18131869,-94.02413781
1699,F,NS,FM1078,N,N,,N,2259.84 Feet South of FM1130 on FM1078,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,776,0.736,776,0.736,8/29/2017 22:25,0,181,,8/29/2017 22:25,8/31/2017 19:00,30.16394196,-93.79471685
1700,Z,EW,FM0365,N,N,,N,5.442 Miles East of SH0124 on FM0365,,The roadway is closed due to flooding. ,758,0.642,758,0.642,8/29/2017 22:26,0,124,,8/29/2017 22:25,8/31/2017 17:00,29.91927664,-94.16296099
1701,F,EW,FM1130,N,N,,N,1.022 Miles East of SH0062 on FM1130,,Water over roadway. ,770,0.604,770,0.604,8/29/2017 22:26,0,181,,8/29/2017 22:26,8/31/2017 19:00,30.20904722,-93.8559449
1702,Z,EW,SH0225,N,Y,,N,2.909 Miles East of IH0610 on SH0225,,The roadway is closed due to flooding. Eastbound and Westbound main lanes closed on 225 and Richey St. ,690,-0.172,690,-0.172,8/29/2017 22:28,1,102,,8/29/2017 22:27,8/30/2017 14:00,29.71021958,-95.2198934
1703,F,NS,FM1132,N,N,,N,1198.56 Feet East of FM0105 on FM1132,,Water over roadway. Travel discouraged. ,760,0.165,760,0.165,8/29/2017 22:29,0,181,,8/29/2017 22:29,8/31/2017 19:00,30.160855,-94.01434611
1704,F,NS,FM3247,N,N,,N,343.2 Feet North of IH0010 on FM3247,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,450,-0.033,450,-0.033,8/29/2017 22:34,0,181,,8/29/2017 22:34,8/31/2017 19:00,30.12085439,-93.78578607
1705,F,EW,IH0010,N,N,,N,0.841 Miles East of FM0105 on IH0010,,"Water over roadway. Intersection under main lanes is closed. 
Main lanes are NOT affected. ",861,0.108,861,0.108,8/29/2017 22:36,0,181,,8/29/2017 22:36,8/31/2017 19:00,30.13567228,-94.00266302
1706,F,EW,IH0010,N,N,,N,15.84 Feet West of FM0105 on IH0010,,"Low water crossings are flooding. Frontage roads are flooded. 
Westbound FM 105 exit is closed. 
Main Lanes are not affected. ",860,0.249,860,0.249,8/29/2017 22:51,0,181,,8/29/2017 22:50,8/31/2017 19:00,30.13164829,-94.01567411
1707,F,EW,IH0010,N,N,,N,5.28 Feet West of BU0090Y on IH0010,,"Water over roadway. Frontage road has water over road. 
Main lanes NOT affected. ",878,-0.347,878,-0.347,8/29/2017 22:57,0,181,,8/29/2017 22:56,8/31/2017 19:00,30.11856517,-93.73144608
1708,F,EW,SH0012,N,N,,N,1.243 Miles West of FM1132 on SH0012,,Water over roadway. Travel discouraged. ,762,-0.245,762,-0.245,8/29/2017 22:58,0,181,,8/29/2017 22:57,8/31/2017 19:00,30.13956552,-93.99701101
1709,F,EW,SH0012,N,N,,N,1.627 Miles West of FM1132 on SH0012,,Water over roadway. Travel discouraged. Use alternate route,762,-0.629,762,-0.629,8/29/2017 22:58,0,181,,8/29/2017 22:58,8/31/2017 19:00,30.13687678,-94.00262675
1710,F,EW,SH0012,N,N,,N,15.84 Feet East of SH0062 on SH0012,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,772,-0.877,772,-0.877,8/29/2017 22:59,0,181,,8/29/2017 22:59,8/31/2017 19:00,30.20738386,-93.87440634
1711,F,NS,SH0073,N,N,,N,5.28 Feet South of FM1442 on SH0073,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,780,0.314,780,0.314,8/29/2017 23:03,0,181,,8/29/2017 23:03,8/31/2017 19:00,30.03230807,-93.83439657
1712,F,NS,SH0087,N,N,,N,1399.2 Feet West of BU0090Y on SH0087,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,0482A,-0.475,0482A,-0.475,8/29/2017 23:04,0,181,,8/29/2017 23:04,8/31/2017 19:00,30.09277665,-93.76710886
1713,F,NS,SH0073,N,N,,N,1.257 Miles South of FM1442 on SH0073,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,778,0.742,778,0.742,8/29/2017 23:23,0,181,,8/29/2017 23:22,8/31/2017 19:00,30.01877252,-93.84846278
1714,F,EW,IH0010,N,N,,N,1.124 Miles East of FM3247 on IH0010,,"Water over roadway. Adams Bayou turnaround is closed.   
Main Lanes are not affected. ",876,-0.487,876,-0.487,8/29/2017 23:24,0,181,,8/29/2017 23:24,8/31/2017 19:00,30.12153288,-93.7668172
1715,F,EW,FM0528,N,N,,N,1.932 Miles East of FM0518 on FM0528,,Main lanes closed. MAINLANES HIGH WATER ,698,-0.896,698,-0.896,8/30/2017 2:18,1,102,,8/30/2017 2:10,8/30/2017 10:00,29.52229874,-95.16192824
1716,Z,NS,US0069,N,N,,N,0.776 Miles South of FM1013 on US0069,,The roadway is closed due to flooding. ,478,0.226,478,0.226,8/30/2017 3:12,0,229,,8/30/2017 0:02,9/1/2017 19:00,30.65939864,-94.39151672
1717,F,W,SS0330,Y,Y,,N,153.12 Feet East of IH0010 on SS0330,,"ALL main lanes closed. Travel discouraged. Water over roadway. westbound mainlanes closed at I-10 due to high water, travel discouraged",700,-0.096,700,-0.096,8/30/2017 3:14,0,102,,8/30/2017 3:12,9/1/2017 12:30,29.79074264,-95.0491178
1718,F,N,IH0045,Y,Y,,N,21.12 Feet North of FM2553 on IH0045,,"Exit ramp closed. Water over roadway. exit ramp closed northbound to Scarsdale, travel discouraged",32,-0.314,32,-0.314,8/30/2017 3:18,1,102,,8/30/2017 3:14,9/1/2017 12:30,29.59901556,-95.19772032
1719,F,E,SH0225,Y,Y,,N,2.658 Miles West of SL0008 on SH0225,,"Frontage road only, main lanes are open. Travel discouraged. Water over roadway. eastbound frontage road at Red Bluff closed due to high water, travel discouraged",692,-0.711,692,-0.711,8/30/2017 3:24,0,102,,8/30/2017 3:18,9/1/2017 12:30,29.71233314,-95.19771833
1720,F,S,SH0288,Y,N,,N,5.28 Feet South of FM2234 on SH0288,,"Exit ramp closed. Water over roadway. southbound FM 2234 exit ramp closed due to high water, travel discouraged",484,0.377,484,0.377,8/30/2017 5:31,0,102,,8/30/2017 5:25,9/1/2017 12:30,29.58022371,-95.38617882
1721,F,W,SS0330,Y,Y,,N,153.12 Feet East of IH0010 on SS0330,,"Water over roadway. Travel discouraged. westbound mainlanes closed at I-10 due to high water, travel discouraged",700,-0.096,700,-0.096,8/30/2017 6:27,0,102,,8/30/2017 6:27,9/1/2017 12:30,29.79074785,-95.04912472
1722,F,NS,SH0087,N,N,,N,0.657 Miles North of US0190 on SH0087,,Water over roadway. Water over roadway at SH 87 & US 190 Intersection,424,-0.207,424,-0.207,8/30/2017 7:43,0,176,,8/30/2017 7:36,8/31/2017 23:00,30.85498254,-93.76114573
1723,F,E,US0290,N,N,,N,1.203 Miles East of BU0290L on US0290,,Exit ramp closed. Exit Ramp to Barker Cypress is closed,0720A,0.951,0720A,0.951,8/30/2017 9:27,0,102,,8/30/2017 9:22,9/1/2017 17:00,29.95318028,-95.67346303
1724,F,NS,SH0006,Y,N,,N,5.313 Miles East of FM0519 on SH0006,,Low water crossings are flooding. Water is on the roadway in a few places travel with caution. ,736,0.371,736,0.371,8/30/2017 11:59,1,85,,8/30/2017 10:47,8/30/2017 19:00,29.32843978,-94.93177809
1725,Z,EW,US0190,Y,Y,,N,2.226 Miles East of FM1416 on US0190,,The roadway is closed due to flooding. Louisiana DOT has closed US 190 at the border due to flooding.  ,880,0.236,880,0.236,8/30/2017 15:44,0,176,,8/30/2017 15:33,8/31/2017 23:00,30.74672021,-93.60852038
1726,Z,EW,FM1131,N,N,,N,1.399 Miles West of FM0105 on FM1131,,The roadway is closed due to flooding. ,440,-0.558,440,-0.558,8/30/2017 17:17,0,181,,8/30/2017 9:50,9/1/2017 12:00,30.19551104,-94.04416499
1727,Z,EW,FM1131,N,N,,N,1.399 Miles West of FM0105 on FM1131,,The roadway is closed due to flooding. Bridge closed,440,-0.558,440,-0.558,8/30/2017 17:23,0,181,,8/30/2017 17:20,9/1/2017 12:00,30.19551637,-94.04417167
1728,F,N,SH0288,N,N,,N,2.638 Miles South of FM1462 on SH0288,,Water over roadway. ,504,-0.593,504,-0.593,8/30/2017 17:34,0,20,,8/30/2017 17:34,9/7/2017 17:00,29.31381334,-95.42516884
1729,F,NS,SH0288,N,N,,N,2.436 Miles South of SH0035 on SH0288,,Water over roadway. Water over roadway on exit ramp from SH 288 to CR 220. ,516,0.592,516,0.592,8/30/2017 17:34,0,20,,8/30/2017 17:34,9/7/2017 17:00,29.12818523,-95.45160974
1730,F,S,SH0288,N,N,,N,184.8 Feet North of BS0288B on SH0288,,Water over roadway. SH 288 SB exit to BS 288 has water on the roadway. ,508,-0.655,508,-0.655,8/30/2017 17:35,0,20,,8/30/2017 17:35,9/7/2017 17:00,29.26181796,-95.44948545
1731,F,NS,FM2403,N,N,,N,2486.88 Feet South of SH0035 on FM2403,,Water over roadway. ,496,0.422,496,0.422,8/30/2017 17:36,0,20,,8/30/2017 17:35,9/7/2017 17:00,29.38162812,-95.2534948
1732,F,NS,FM2917,N,N,,N,1.91 Miles West of FM2004 on FM2917,,Water over roadway. ,696,-0.323,696,-0.323,8/30/2017 17:37,1,20,,8/30/2017 17:36,9/7/2017 17:00,29.26844458,-95.19070726
1733,F,NS,SH0073,N,N,,N,1.257 Miles South of FM1442 on SH0073,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,778,0.742,778,0.742,8/30/2017 19:26,0,181,,8/30/2017 19:26,9/1/2017 17:00,30.01877782,-93.8484694
1734,F,EW,IH0010,N,N,,N,5.28 Feet West of BU0090Y on IH0010,,"Water over roadway. Frontage road has water over road. 
Main lanes NOT affected. ",878,-0.347,878,-0.347,8/30/2017 19:27,0,181,,8/30/2017 19:26,9/1/2017 17:00,30.11857049,-93.73145267
1735,F,EW,FM1130,N,N,,N,1.022 Miles East of SH0062 on FM1130,,Water over roadway. ,770,0.604,770,0.604,8/30/2017 19:27,0,181,,8/30/2017 19:27,9/1/2017 17:00,30.20905256,-93.85595154
1736,F,W,IH0010,N,N,,N,52.8 Feet West of SH0062 on IH0010,,"Use alternate routeService road is closed due to flooding. 
Main Lanes are NOT affected. ",872,0.153,872,0.153,8/30/2017 19:28,0,181,,8/30/2017 19:28,9/1/2017 17:00,30.11554343,-93.82113254
1737,F,NS,FM3247,N,N,,N,343.2 Feet North of IH0010 on FM3247,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,450,-0.033,450,-0.033,8/30/2017 19:29,0,181,,8/30/2017 19:29,9/1/2017 17:00,30.12085972,-93.78579268
1738,F,NS,FM1442,N,N,,N,2.064 Miles North of FM0105 on FM1442,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,442,-0.48,442,-0.48,8/30/2017 19:31,0,181,,8/30/2017 19:31,9/1/2017 17:00,30.10187084,-93.9052798
1739,F,EW,SH0012,N,N,,N,15.84 Feet East of SH0062 on SH0012,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,772,-0.877,772,-0.877,8/30/2017 19:32,0,181,,8/30/2017 19:32,9/1/2017 17:00,30.2073892,-93.87441298
1740,F,NS,FM0105,N,N,,N,0.633 Miles North of FM2802 on FM0105,,Water over roadway. ,434,-0.021,434,-0.021,8/30/2017 19:33,0,181,,8/30/2017 19:32,9/1/2017 17:00,30.24210628,-94.02178666
1741,F,EW,IH0010,N,N,,N,0.841 Miles East of FM0105 on IH0010,,"Water over roadway. Intersection under main lanes is closed. 
Main lanes are NOT affected. ",861,0.108,861,0.108,8/30/2017 19:34,0,181,,8/30/2017 19:33,9/1/2017 17:00,30.13567761,-94.00266969
1742,F,NS,FM1078,N,N,,N,2259.84 Feet South of FM1130 on FM1078,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,776,0.736,776,0.736,8/30/2017 19:35,0,181,,8/30/2017 19:34,9/1/2017 17:00,30.16394729,-93.79472347
1743,F,EW,SH0012,N,N,,N,1.243 Miles West of FM1132 on SH0012,,Water over roadway. Travel discouraged. ,762,-0.245,762,-0.245,8/30/2017 19:51,0,181,,8/30/2017 19:50,9/1/2017 17:00,30.13957084,-93.99701767
1744,F,NS,FM1132,N,N,,N,1198.56 Feet East of FM0105 on FM1132,,Water over roadway. Travel discouraged. ,760,0.165,760,0.165,8/30/2017 19:51,0,181,,8/30/2017 19:51,9/1/2017 17:00,30.16086033,-94.01435278
1745,F,NS,FM0105,N,N,,N,1.47 Miles South of FM2802 on FM0105,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,436,0.082,436,0.082,8/30/2017 19:52,0,181,,8/30/2017 19:52,9/1/2017 17:00,30.21152917,-94.02122218
1746,F,EW,IH0010,N,N,,N,5.28 Feet West of BU0090Y on IH0010,,"Water over roadway. Frontage road has water over road. 
Main lanes NOT affected. ",878,-0.347,878,-0.347,8/30/2017 19:53,0,181,,8/30/2017 19:52,9/1/2017 17:00,30.11857582,-93.73145927
1747,F,EW,IH0010,N,N,,N,1.124 Miles East of FM3247 on IH0010,,"Water over roadway. Adams Bayou turnaround is closed.   
Main Lanes are not affected. ",876,-0.487,876,-0.487,8/30/2017 19:53,0,181,,8/30/2017 19:53,9/1/2017 17:00,30.1215382,-93.76682381
1748,F,NS,FM1132,N,N,,N,95.04 Feet North of IH0010 on FM1132,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,764,0.356,764,0.356,8/30/2017 19:54,0,181,,8/30/2017 19:54,9/1/2017 17:00,30.12986054,-93.95839371
1749,F,EW,IH0010,N,N,,N,15.84 Feet West of FM0105 on IH0010,,"Low water crossings are flooding. Frontage roads are flooded. 
Westbound FM 105 exit is closed. 
Main Lanes are not affected. ",860,0.249,860,0.249,8/30/2017 19:55,0,181,,8/30/2017 19:55,9/1/2017 17:00,30.13165361,-94.01568078
1750,F,NS,FM0105,N,N,,N,2170.08 Feet South of FM1131 on FM0105,,Water over roadway. Travel discouraged. ,438,0.151,438,0.151,8/30/2017 19:56,0,181,,8/30/2017 19:55,9/1/2017 17:00,30.18132402,-94.02414449
1751,F,NS,FM0105,N,N,,N,0.633 Miles North of FM2802 on FM0105,,Water over roadway. ,434,-0.021,434,-0.021,8/30/2017 19:56,0,181,,8/30/2017 19:56,9/1/2017 17:00,30.24211162,-94.02179333
1752,F,NS,FM0105,N,N,,N,1.019 Miles North of FM1131 on FM0105,,Water over roadway. ,436,0.761,436,0.761,8/30/2017 19:57,0,181,,8/30/2017 19:57,9/1/2017 17:00,30.20164534,-94.02108522
1753,F,EW,SH0012,N,N,,N,1.627 Miles West of FM1132 on SH0012,,Water over roadway. Travel discouraged. Use alternate route,762,-0.629,762,-0.629,8/30/2017 19:58,0,181,,8/30/2017 19:58,9/1/2017 17:00,30.1368821,-94.00263342
1754,F,EW,BU0090Y,N,N,,N,0.611 Miles East of FM1006 on BU0090Y,,Water over roadway. Travel discouraged. ,444,-0.886,444,-0.886,8/30/2017 20:07,0,181,,8/30/2017 20:07,9/1/2017 17:00,30.0931727,-93.72732592
1755,F,EW,FM0105,N,N,,N,2.049 Miles West of FM1135 on FM0105,,Water over roadway. Travel discouraged. ,448,-0.181,448,-0.181,8/30/2017 20:08,0,181,,8/30/2017 20:08,9/1/2017 17:00,30.06978688,-93.96894793
1756,F,NS,SH0087,N,N,,N,1399.2 Feet West of BU0090Y on SH0087,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,0482A,-0.475,0482A,-0.475,8/30/2017 20:09,0,181,,8/30/2017 20:08,9/1/2017 17:00,30.09278197,-93.76711546
1757,F,NS,SH0073,N,N,,N,5.28 Feet South of FM1442 on SH0073,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,780,0.314,780,0.314,8/30/2017 20:10,0,181,,8/30/2017 20:09,9/1/2017 17:00,30.03231337,-93.83440319
1758,Z,EW,US0190,Y,Y,,N,2.226 Miles East of FM1416 on US0190,,The roadway is closed due to flooding. Louisiana DOT has closed US 190 at the border due to flooding.  ,880,0.236,880,0.236,8/30/2017 20:14,0,176,,8/30/2017 20:14,9/1/2017 17:00,30.74672567,-93.60852698
1759,F,NS,SH0087,N,N,,N,0.657 Miles North of US0190 on SH0087,,Water over roadway. Water over roadway at SH 87 & US 190 Intersection,424,-0.207,424,-0.207,8/30/2017 20:31,0,176,,8/30/2017 20:31,9/1/2017 17:00,30.85498802,-93.76115237
1760,F,NS,FM1010,N,N,,N,1.866 Miles South of SH0105 on FM1010,,Water over roadway. ,432,-0.004,432,-0.004,8/30/2017 20:41,0,146,,8/30/2017 20:41,9/1/2017 17:00,30.28728667,-95.08673614
1761,Z,NS,IH0069,Y,Y,,N,1.599 Miles North of FM1960 on IH0069,,The roadway is closed due to flooding. north and southbound mainlanes and frontage road closed due to high water. ,490,0.456,490,0.456,8/30/2017 21:12,0,102,,8/30/2017 21:08,9/6/2017 12:30,30.02673765,-95.25871729
1762,F,EW,SH0073,N,N,,N,5.28 Feet East of FM1406 on SH0073,,Water over roadway. ,742,0.092,742,0.092,8/30/2017 21:20,0,36,,8/30/2017 21:20,9/1/2017 21:00,29.82558258,-94.35705516
1763,Z,EW,FM1131,N,N,,N,1.399 Miles West of FM0105 on FM1131,,The roadway is closed due to flooding. Bridge closed,440,-0.558,440,-0.558,8/30/2017 21:20,0,181,,8/30/2017 21:20,9/1/2017 17:00,30.1955217,-94.04417835
1764,F,EW,FM0787,N,N,,N,1.589 Miles East of FM0223 on FM0787,,Water over roadway. ,710,0.03,710,0.03,8/30/2017 21:21,0,146,,8/30/2017 21:21,9/1/2017 17:00,30.41294676,-94.87419234
1765,F,S,US0069,N,N,,N,1.003 Miles West of FM0365 on US0069,,Water over roadway. Southbound feeder and Nederland Ave underpass has water on road. ,536,0.921,536,0.921,8/30/2017 21:23,0,124,,8/30/2017 21:22,9/1/2017 17:00,29.95519012,-94.00716409
1766,Z,EW,FM0366,N,N,,N,190.08 Feet East of SH0347 on FM0366,,The roadway is closed due to flooding. ,448,-0.09,448,-0.09,8/30/2017 21:31,0,124,,8/30/2017 21:31,9/1/2017 21:00,29.98561397,-94.00171126
1767,F,EW,SH0073,N,N,,N,5.28 Feet East of SH0347 on SH0073,,Water over roadway. Exit off ramp has water over road. ,770,0.069,770,0.069,8/30/2017 21:31,0,124,,8/30/2017 21:31,9/1/2017 21:00,29.93537077,-93.93273136
1768,F,N,US0069,N,N,,N,1.655 Miles South of FM3514 on US0069,,"Water over roadway. water over roadway NB feeder at Spurlock underpass, main lanes open",536,-0.616,536,-0.616,8/30/2017 21:32,0,124,,8/30/2017 21:32,9/1/2017 21:00,29.97213647,-94.0237677
1769,Z,NS,SS0215,N,N,,N,21.12 Feet East of SH0073 on SS0215,,The roadway is closed due to flooding. Underpass is closed. ,766,-0.023,766,-0.023,8/30/2017 21:32,0,124,,8/30/2017 21:32,9/1/2017 21:00,29.90445939,-93.96840811
1770,Z,EW,FM0365,N,N,,N,5.442 Miles East of SH0124 on FM0365,,The roadway is closed due to flooding. ,758,0.642,758,0.642,8/30/2017 21:55,0,124,,8/30/2017 21:55,9/1/2017 17:00,29.91928191,-94.16296769
1771,F,NS,IH0069,N,N,,N,2.084 Miles North of SL0008 on IH0069,,"Frontage road only, main lanes are open. Water over roadway. north and southbound frontage road at San Jacinto River closed due to high water",494,0.723,494,0.723,8/30/2017 23:23,0,102,,8/30/2017 23:20,9/5/2017 12:30,29.96830708,-95.28321133
1772,F,NS,SH0321,N,N,,N,406.56 Feet South of FM1960 on SH0321,,Water over roadway. ,454,6.645,454,6.645,8/31/2017 3:24,0,146,,8/31/2017 3:20,9/1/2017 9:00,30.04547064,-94.89102812
1773,F,NS,SL0227,N,N,,N,0.961 Miles North of US0090 on SL0227,,Water over roadway. ,448,-0.952,448,-0.952,8/31/2017 4:24,0,146,,8/31/2017 4:02,9/1/2017 8:00,30.06901297,-94.79169488
1774,F,NS,SL0227,N,N,,N,2376 Feet North of US0090 on SL0227,,Water over roadway. ,448,-0.441,448,-0.441,8/31/2017 4:27,0,146,,8/31/2017 4:24,9/1/2017 8:00,30.06308481,-94.79592067
1775,Z,NS,SH0288,N,N,,N,2.436 Miles South of SH0035 on SH0288,,The roadway is closed due to flooding. CR 220 EXIT RAMP from SH 288 CLOSED.  ,516,0.592,516,0.592,8/31/2017 10:11,0,20,,8/31/2017 10:08,9/7/2017 17:00,29.12819029,-95.45161674
1776,Z,NS,SH0288,N,N,,N,2.836 Miles South of SH0035 on SH0288,,The roadway is closed due to flooding. CR 220 ENTRANCE RAMP to SH 288 CLOSED. ,516,0.992,516,0.992,8/31/2017 10:14,0,20,,8/31/2017 10:13,9/7/2017 17:00,29.12236315,-95.45144012
1777,Z,EW,IH0010,N,N,,N,1.921 Miles West of SS0330 on IH0010,,"The roadway is closed due to Other conditions. The roadway is closed for debris removal. Use alternate routeIH 10 EASTBOUND AND WESTBOUND AT MONMOUTH DRIVE WAS CLOSED DUE TO GAS LEAK , HARRIS COUNTY REPORTED THAT THE LEAK IS CONTAINED AND THAT 911 IS RUNNING NEW FIBER OPTIC CABLE IN THE AREA DUE TO THE HIGH WATER AT THE LOCATION DUE TO FLOODING.  ALSO TXDOT CREWS ARE IN THE AREA WORKING TO CLEAR THE MUD AND DEBRIS ON THE ROADWAY FROM THE RECENT TROPICAL STORM.  ",786,-0.07,786,-0.07,8/31/2017 11:09,1,102,,8/31/2017 11:04,8/31/2017 17:00,29.79234951,-95.07961293
1778,F,NS,FM2403,N,N,,N,2486.88 Feet South of SH0035 on FM2403,,Water over roadway. ,496,0.422,496,0.422,8/31/2017 16:44,0,20,,8/31/2017 16:43,9/21/2017 17:00,29.38163325,-95.25350176
1779,Z,EW,SH0332,N,Y,,N,1.076 Miles East of SH0036 on SH0332,,The roadway is closed due to flooding. SH332 under Brazos River Bridge is closed due to flooding.  ,674,-0.9,674,-0.9,8/31/2017 18:05,0,20,,8/31/2017 18:05,9/21/2017 17:00,29.05580158,-95.55613224
1780,F,NS,FM3247,N,N,,N,343.2 Feet North of IH0010 on FM3247,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,450,-0.033,450,-0.033,8/31/2017 19:58,0,181,,8/31/2017 19:58,9/2/2017 21:00,30.12086505,-93.78579929
1781,F,EW,BU0090Y,N,N,,N,0.611 Miles East of FM1006 on BU0090Y,,Water over roadway. Travel discouraged. ,444,-0.886,444,-0.886,8/31/2017 19:59,0,181,,8/31/2017 19:59,9/2/2017 21:00,30.09317802,-93.72733252
1782,F,EW,IH0010,N,N,,N,5.28 Feet West of BU0090Y on IH0010,,"Water over roadway. Frontage road has water over road. 
Main lanes NOT affected. ",878,-0.347,878,-0.347,8/31/2017 20:01,0,181,,8/31/2017 20:01,9/2/2017 21:00,30.11858115,-93.73146586
1783,F,EW,IH0010,N,N,,N,1.124 Miles East of FM3247 on IH0010,,"Water over roadway. Adams Bayou turnaround is closed.   
Main Lanes are not affected. ",876,-0.487,876,-0.487,8/31/2017 20:02,0,181,,8/31/2017 20:02,9/2/2017 21:00,30.12154353,-93.76683041
1784,F,W,IH0010,N,N,,N,52.8 Feet West of SH0062 on IH0010,,"Use alternate routeService road is closed due to flooding. 
Main Lanes are NOT affected. ",872,0.153,872,0.153,8/31/2017 20:03,0,181,,8/31/2017 20:03,9/2/2017 21:00,30.11554875,-93.82113916
1785,F,NS,FM1442,N,N,,N,2.064 Miles North of FM0105 on FM1442,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,442,-0.48,442,-0.48,8/31/2017 20:03,0,181,,8/31/2017 20:03,9/2/2017 21:00,30.10187615,-93.90528644
1786,F,EW,FM0105,N,N,,N,2.049 Miles West of FM1135 on FM0105,,Water over roadway. Travel discouraged. ,448,-0.181,448,-0.181,8/31/2017 20:04,0,181,,8/31/2017 20:04,9/2/2017 21:00,30.06979219,-93.96895459
1787,F,EW,SH0012,N,N,,N,1.243 Miles West of FM1132 on SH0012,,Water over roadway. Travel discouraged. ,762,-0.245,762,-0.245,8/31/2017 20:05,0,181,,8/31/2017 20:04,9/2/2017 21:00,30.13957617,-93.99702434
1788,F,NS,FM1078,N,N,,N,2259.84 Feet South of FM1130 on FM1078,,Low water crossings are flooding. Water over roadway. Travel discouraged. ,776,0.736,776,0.736,8/31/2017 20:05,0,181,,8/31/2017 20:05,9/2/2017 21:00,30.16395262,-93.79473008
1789,F,EW,FM1130,N,N,,N,1.022 Miles East of SH0062 on FM1130,,Water over roadway. ,770,0.604,770,0.604,8/31/2017 20:06,0,181,,8/31/2017 20:05,9/2/2017 21:00,30.2090579,-93.85595817
